YearTerm,Subject,Number
2016-fa,PHYS,475
2016-fa,PHYS,485
2016-fa,PHYS,486
2016-fa,PHYS,487
2016-fa,PHYS,508
2016-fa,PHYS,580
2016-fa,PHYS,582
2016-fa,PLPA,200
2016-fa,PLPA,407
2016-fa,POL,115
2016-fa,PS,100
2016-fa,PS,100
2016-fa,PS,100
2016-fa,PS,100
2016-fa,PS,101
2016-fa,PS,101
2016-fa,PS,101
2016-fa,PS,199
2016-fa,PS,202
2016-fa,PS,220
2016-fa,PS,224
2016-fa,PS,240
2016-fa,PS,241
2016-fa,PS,241
2016-fa,PS,270
2016-fa,PS,280
2016-fa,PS,280
2016-fa,PS,280
2016-fa,PS,301
2016-fa,PS,303
2016-fa,PS,312
2016-fa,PS,321
2016-fa,PS,390
2016-fa,PSM,501
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,100
2016-fa,PSYC,103
2016-fa,PSYC,105
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,201
2016-fa,PSYC,204
2016-fa,PSYC,210
2016-fa,PSYC,216
2016-fa,PSYC,224
2016-fa,PSYC,230
2016-fa,PSYC,235
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,238
2016-fa,PSYC,239
2016-fa,PSYC,245
2016-fa,PSYC,248
2016-fa,PSYC,250
2016-fa,PSYC,312
2016-fa,PSYC,333
2016-fa,PSYC,336
2016-fa,PSYC,336
2016-fa,PSYC,336
2016-fa,PSYC,350
2016-fa,PSYC,353
2016-fa,PSYC,357
2016-fa,PSYC,363
2016-fa,PSYC,403
2016-fa,PSYC,406
2016-fa,PSYC,417
2016-fa,PSYC,433
2016-fa,PSYC,465
2016-fa,PSYC,468
2016-fa,PSYC,475
2016-fa,PSYC,514
2016-fa,REHB,330
2016-fa,REHB,402
2016-fa,RHET,233
2016-fa,RHET,233
2016-fa,RLST,101
2016-fa,RLST,104
2016-fa,RLST,104
2016-fa,RLST,104
2016-fa,RLST,104
2016-fa,RLST,104
2016-fa,RLST,108
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,110
2016-fa,RLST,132
2016-fa,RLST,236
2016-fa,RST,100
2016-fa,RST,101
2016-fa,RST,130
2016-fa,RST,199
2016-fa,RST,199
2016-fa,RST,199
2016-fa,RST,199
2016-fa,RST,199
2016-fa,RST,200
2016-fa,RST,200
2016-fa,RST,217
2016-fa,RST,230
2016-fa,RST,242
2016-fa,RST,242
2016-fa,RST,255
2016-fa,RST,255
2016-fa,RST,300
2016-fa,RST,316
2016-fa,RST,320
2016-fa,RST,330
2016-fa,RST,340
2016-fa,RST,354
2016-fa,RST,370
2016-fa,RST,410
2016-fa,RST,420
2016-fa,RST,429
2016-fa,RST,480
2016-fa,SCAN,225
2016-fa,SCAN,251
2016-fa,SCAN,251
2016-fa,SCAN,251
2016-fa,SHS,120
2016-fa,SHS,120
2016-fa,SHS,120
2016-fa,SHS,120
2016-fa,SHS,120
2016-fa,SHS,120
2016-fa,SHS,120
2016-fa,SHS,121
2016-fa,SHS,150
2016-fa,SHS,170
2016-fa,SHS,222
2016-fa,SHS,222
2016-fa,SHS,222
2016-fa,SHS,270
2016-fa,SHS,271
2016-fa,SHS,280
2016-fa,SHS,300
2016-fa,SHS,320
2016-fa,SHS,375
2016-fa,SHS,375
2016-fa,SHS,375
2016-fa,SHS,383
2016-fa,SHS,431
2016-fa,SHS,450
2016-fa,SHS,451
2016-fa,SHS,511
2016-fa,SHS,532
2016-fa,SHS,533
2016-fa,SHS,534
2016-fa,SHS,577
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,100
2016-fa,SOC,160
2016-fa,SOC,162
2016-fa,SOC,200
2016-fa,SOC,225
2016-fa,SOC,226
2016-fa,SOC,270
2016-fa,SOC,275
2016-fa,SOC,350
2016-fa,SOC,373
2016-fa,SOC,380
2016-fa,SOC,380
2016-fa,SOC,480
2016-fa,SOCW,101
2016-fa,SOCW,200
2016-fa,SOCW,200
2016-fa,SOCW,225
2016-fa,SOCW,240
2016-fa,SOCW,297
2016-fa,SOCW,300
2016-fa,SOCW,300
2016-fa,SOCW,321
2016-fa,SOCW,380
2016-fa,SOCW,400
2016-fa,SOCW,401
2016-fa,SOCW,401
2016-fa,SOCW,403
2016-fa,SOCW,410
2016-fa,SOCW,410
2016-fa,SOCW,410
2016-fa,SOCW,416
2016-fa,SOCW,420
2016-fa,SOCW,427
2016-fa,SOCW,451
2016-fa,SOCW,451
2016-fa,SOCW,509
2016-fa,SOCW,509
2016-fa,SOCW,541
2016-fa,SOCW,542
2016-fa,SOCW,542
2016-fa,SOCW,552
2016-fa,SOCW,552
2016-fa,SOCW,552
2016-fa,SOCW,561
2016-fa,SOCW,589
2016-fa,SOCW,589
2016-fa,SOCW,589
2016-fa,SOCW,589
2016-fa,SPAN,252
2016-fa,SPAN,308
2016-fa,SPAN,308
2016-fa,SPED,117
2016-fa,SPED,117
2016-fa,SPED,322
2016-fa,SPED,405
2016-fa,SPED,405
2016-fa,SPED,405
2016-fa,SPED,405
2016-fa,SPED,440
2016-fa,SPED,450
2016-fa,STAT,100
2016-fa,STAT,100
2016-fa,STAT,100
2016-fa,STAT,100
2016-fa,STAT,200
2016-fa,STAT,200
2016-fa,STAT,200
2016-fa,STAT,200
2016-fa,STAT,200
2016-fa,STAT,212
2016-fa,STAT,212
2016-fa,STAT,400
2016-fa,STAT,400
2016-fa,STAT,400
2016-fa,STAT,400
2016-fa,STAT,409
2016-fa,STAT,410
2016-fa,STAT,410
2016-fa,STAT,410
2016-fa,STAT,420
2016-fa,STAT,420
2016-fa,STAT,420
2016-fa,STAT,420
2016-fa,STAT,425
2016-fa,STAT,425
2016-fa,STAT,425
2016-fa,STAT,428
2016-fa,STAT,429
2016-fa,STAT,430
2016-fa,STAT,430
2016-fa,STAT,430
2016-fa,STAT,430
2016-fa,STAT,440
2016-fa,STAT,443
2016-fa,STAT,448
2016-fa,STAT,448
2016-fa,STAT,448
2016-fa,STAT,510
2016-fa,STAT,542
2016-fa,STAT,571
2016-fa,STAT,578
2016-fa,TAM,195
2016-fa,TAM,210
2016-fa,TAM,210
2016-fa,TAM,211
2016-fa,TAM,211
2016-fa,TAM,212
2016-fa,TAM,251
2016-fa,TAM,335
2016-fa,TAM,451
2016-fa,TAM,461
2016-fa,TAM,470
2016-fa,TAM,541
2016-fa,TAM,551
2016-fa,TE,298
2016-fa,THEA,100
2016-fa,THEA,100
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,101
2016-fa,THEA,102
2016-fa,THEA,110
2016-fa,THEA,170
2016-fa,THEA,208
2016-fa,THEA,360
2016-fa,TSM,100
2016-fa,TSM,232
2016-fa,TSM,233
2016-fa,TSM,311
2016-fa,TSM,372
2016-fa,TSM,422
2016-fa,TSM,435
2016-fa,TSM,438
2016-fa,UP,101
2016-fa,UP,201
2016-fa,UP,211
2016-fa,UP,312
2016-fa,UP,330
2016-fa,UP,345
2016-fa,UP,418
2016-fa,UP,423
2016-fa,UP,430
2016-fa,UP,504
2016-fa,VCM,660
2016-fa,VM,602
2016-fa,VM,605
2016-fa,VM,607
2016-fa,VM,609
2016-fa,VM,610
2016-fa,VM,620
2016-fa,YDSH,220
2016-fa,YDSH,320
2016-sp,AAS,100
2016-sp,AAS,100
2016-sp,AAS,100
2016-sp,AAS,100
2016-sp,AAS,100
2016-sp,AAS,100
2016-sp,AAS,258
2016-sp,AAS,365
2016-sp,ABE,141
2016-sp,ABE,225
2016-sp,ABE,226
2016-sp,ABE,425
2016-sp,ABE,436
2016-sp,ABE,469
2016-sp,ACCY,200
2016-sp,ACCY,200
2016-sp,ACCY,201
2016-sp,ACCY,201
2016-sp,ACCY,201
2016-sp,ACCY,201
2016-sp,ACCY,201
2016-sp,ACCY,201
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,202
2016-sp,ACCY,301
2016-sp,ACCY,301
2016-sp,ACCY,301
2016-sp,ACCY,301
2016-sp,ACCY,301
2016-sp,ACCY,301
2016-sp,ACCY,302
2016-sp,ACCY,302
2016-sp,ACCY,302
2016-sp,ACCY,302
2016-sp,ACCY,302
2016-sp,ACCY,302
2016-sp,ACCY,303
2016-sp,ACCY,303
2016-sp,ACCY,303
2016-sp,ACCY,303
2016-sp,ACCY,303
2016-sp,ACCY,303
2016-sp,ACCY,303
2016-sp,ACCY,303
2016-sp,ACCY,304
2016-sp,ACCY,304
2016-sp,ACCY,304
2016-sp,ACCY,304
2016-sp,ACCY,304
2016-sp,ACCY,304
2016-sp,ACCY,312
2016-sp,ACCY,312
2016-sp,ACCY,312
2016-sp,ACCY,312
2016-sp,ACCY,312
2016-sp,ACCY,398
2016-sp,ACCY,405
2016-sp,ACCY,405
2016-sp,ACCY,410
2016-sp,ACCY,410
2016-sp,ACCY,410
2016-sp,ACCY,410
2016-sp,ACCY,410
2016-sp,ACCY,410
2016-sp,ACCY,415
2016-sp,ACCY,415
2016-sp,ACCY,415
2016-sp,ACCY,451
2016-sp,ACCY,451
2016-sp,ACCY,451
2016-sp,ACCY,510
2016-sp,ACCY,510
2016-sp,ACCY,510
2016-sp,ACCY,510
2016-sp,ACCY,512
2016-sp,ACCY,512
2016-sp,ACCY,515
2016-sp,ACCY,515
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,517
2016-sp,ACCY,552
2016-sp,ACCY,555
2016-sp,ACCY,557
2016-sp,ACCY,557
2016-sp,ACCY,561
2016-sp,ACCY,593
2016-sp,ACCY,593
2016-sp,ACCY,593
2016-sp,ACE,100
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,161
2016-sp,ACE,231
2016-sp,ACE,232
2016-sp,ACE,240
2016-sp,ACE,251
2016-sp,ACE,254
2016-sp,ACE,261
2016-sp,ACE,270
2016-sp,ACE,310
2016-sp,ACE,360
2016-sp,ACE,360
2016-sp,ACE,398
2016-sp,ACE,398
2016-sp,ACE,406
2016-sp,ACE,427
2016-sp,ACE,428
2016-sp,ACE,430
2016-sp,ACE,431
2016-sp,ACE,440
2016-sp,ACE,444
2016-sp,ACE,446
2016-sp,ACE,448
2016-sp,ACE,449
2016-sp,ACE,451
2016-sp,ACE,456
2016-sp,ACE,474
2016-sp,ACE,476
2016-sp,ACE,592
2016-sp,ACES,102
2016-sp,ADV,150
2016-sp,ADV,281
2016-sp,ADV,281
2016-sp,ADV,283
2016-sp,ADV,283
2016-sp,ADV,284
2016-sp,ADV,284
2016-sp,ADV,310
2016-sp,ADV,312
2016-sp,ADV,390
2016-sp,ADV,393
2016-sp,ADV,410
2016-sp,ADV,460
2016-sp,ADV,460
2016-sp,ADV,483
2016-sp,ADV,483
2016-sp,ADV,490
2016-sp,ADV,490
2016-sp,ADV,492
2016-sp,ADV,498
2016-sp,ADV,498
2016-sp,AE,100
2016-sp,AE,199
2016-sp,AE,199
2016-sp,AE,202
2016-sp,AE,312
2016-sp,AE,323
2016-sp,AE,353
2016-sp,AE,370
2016-sp,AE,403
2016-sp,AE,410
2016-sp,AE,419
2016-sp,AE,434
2016-sp,AE,443
2016-sp,AE,443
2016-sp,AE,461
2016-sp,AE,498
2016-sp,AFRO,100
2016-sp,AFRO,100
2016-sp,AFRO,105
2016-sp,AFRO,231
2016-sp,AFRO,298
2016-sp,AFRO,383
2016-sp,AGCM,315
2016-sp,AGED,260
2016-sp,AGED,300
2016-sp,AGED,360
2016-sp,AGED,380
2016-sp,AGED,480
2016-sp,AGED,480
2016-sp,AGED,499
2016-sp,AHS,494
2016-sp,AIS,101
2016-sp,ANSC,100
2016-sp,ANSC,101
2016-sp,ANSC,110
2016-sp,ANSC,205
2016-sp,ANSC,207
2016-sp,ANSC,207
2016-sp,ANSC,207
2016-sp,ANSC,207
2016-sp,ANSC,207
2016-sp,ANSC,223
2016-sp,ANSC,224
2016-sp,ANSC,250
2016-sp,ANSC,298
2016-sp,ANSC,305
2016-sp,ANSC,306
2016-sp,ANSC,306
2016-sp,ANSC,363
2016-sp,ANSC,402
2016-sp,ANSC,404
2016-sp,ANSC,407
2016-sp,ANSC,422
2016-sp,ANSC,438
2016-sp,ANSC,444
2016-sp,ANSC,446
2016-sp,ANSC,450
2016-sp,ANSC,498
2016-sp,ANSC,520
2016-sp,ANTH,101
2016-sp,ANTH,102
2016-sp,ANTH,103
2016-sp,ANTH,103
2016-sp,ANTH,105
2016-sp,ANTH,175
2016-sp,ANTH,209
2016-sp,ANTH,240
2016-sp,ANTH,246
2016-sp,ANTH,270
2016-sp,ARAB,150
2016-sp,ARAB,404
2016-sp,ARCH,210
2016-sp,ARCH,233
2016-sp,ARCH,272
2016-sp,ARCH,341
2016-sp,ARCH,342
2016-sp,ARCH,352
2016-sp,ARCH,409
2016-sp,ARCH,410
2016-sp,ARCH,416
2016-sp,ARCH,452
2016-sp,ARCH,452
2016-sp,ARCH,468
2016-sp,ARCH,476
2016-sp,ARCH,501
2016-sp,ARCH,595
2016-sp,ART,100
2016-sp,ART,105
2016-sp,ART,105
2016-sp,ART,140
2016-sp,ART,140
2016-sp,ART,140
2016-sp,ART,205
2016-sp,ART,310
2016-sp,ARTD,202
2016-sp,ARTD,228
2016-sp,ARTD,228
2016-sp,ARTD,299
2016-sp,ARTD,326
2016-sp,ARTD,402
2016-sp,ARTD,448
2016-sp,ARTH,344
2016-sp,ARTH,403
2016-sp,ARTH,446
2016-sp,ASTR,100
2016-sp,ASTR,100
2016-sp,ASTR,100
2016-sp,ASTR,121
2016-sp,ASTR,122
2016-sp,ASTR,150
2016-sp,ASTR,210
2016-sp,ASTR,330
2016-sp,ASTR,350
2016-sp,ASTR,405
2016-sp,ASTR,414
2016-sp,ATMS,100
2016-sp,ATMS,120
2016-sp,ATMS,140
2016-sp,ATMS,201
2016-sp,ATMS,304
2016-sp,ATMS,313
2016-sp,ATMS,314
2016-sp,ATMS,322
2016-sp,BADM,300
2016-sp,BADM,300
2016-sp,BADM,300
2016-sp,BADM,310
2016-sp,BADM,310
2016-sp,BADM,311
2016-sp,BADM,311
2016-sp,BADM,312
2016-sp,BADM,313
2016-sp,BADM,314
2016-sp,BADM,320
2016-sp,BADM,320
2016-sp,BADM,322
2016-sp,BADM,325
2016-sp,BADM,327
2016-sp,BADM,337
2016-sp,BADM,340
2016-sp,BADM,350
2016-sp,BADM,350
2016-sp,BADM,350
2016-sp,BADM,352
2016-sp,BADM,353
2016-sp,BADM,366
2016-sp,BADM,374
2016-sp,BADM,374
2016-sp,BADM,375
2016-sp,BADM,375
2016-sp,BADM,375
2016-sp,BADM,378
2016-sp,BADM,379
2016-sp,BADM,380
2016-sp,BADM,380
2016-sp,BADM,380
2016-sp,BADM,381
2016-sp,BADM,382
2016-sp,BADM,395
2016-sp,BADM,395
2016-sp,BADM,395
2016-sp,BADM,395
2016-sp,BADM,403
2016-sp,BADM,420
2016-sp,BADM,420
2016-sp,BADM,445
2016-sp,BADM,446
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,449
2016-sp,BADM,453
2016-sp,BADM,508
2016-sp,BADM,508
2016-sp,BADM,508
2016-sp,BADM,509
2016-sp,BADM,520
2016-sp,BADM,524
2016-sp,BADM,543
2016-sp,BADM,543
2016-sp,BADM,544
2016-sp,BADM,551
2016-sp,BADM,552
2016-sp,BADM,554
2016-sp,BADM,557
2016-sp,BADM,566
2016-sp,BADM,572
2016-sp,BADM,573
2016-sp,BADM,574
2016-sp,BADM,574
2016-sp,BADM,583
2016-sp,BADM,584
2016-sp,BADM,589
2016-sp,BADM,589
2016-sp,BADM,589
2016-sp,BADM,590
2016-sp,BADM,590
2016-sp,BADM,590
2016-sp,BADM,590
2016-sp,BADM,590
2016-sp,BADM,590
2016-sp,BADM,590
2016-sp,BADM,590
2016-sp,BADM,593
2016-sp,BIOC,445
2016-sp,BIOC,446
2016-sp,BIOC,455
2016-sp,BIOE,202
2016-sp,BIOE,205
2016-sp,BIOE,298
2016-sp,BIOE,302
2016-sp,BIOE,303
2016-sp,BIOE,310
2016-sp,BIOE,360
2016-sp,BIOE,414
2016-sp,BIOE,415
2016-sp,BIOE,436
2016-sp,BIOE,498
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,250
2016-sp,BTW,261
2016-sp,BTW,261
2016-sp,BTW,261
2016-sp,BTW,261
2016-sp,BTW,271
2016-sp,BUS,199
2016-sp,BUS,301
2016-sp,CEE,201
2016-sp,CEE,202
2016-sp,CEE,300
2016-sp,CEE,310
2016-sp,CEE,320
2016-sp,CEE,330
2016-sp,CEE,350
2016-sp,CEE,360
2016-sp,CEE,380
2016-sp,CEE,411
2016-sp,CEE,412
2016-sp,CEE,415
2016-sp,CEE,418
2016-sp,CEE,420
2016-sp,CEE,422
2016-sp,CEE,424
2016-sp,CEE,437
2016-sp,CEE,438
2016-sp,CEE,440
2016-sp,CEE,444
2016-sp,CEE,449
2016-sp,CEE,452
2016-sp,CEE,453
2016-sp,CEE,460
2016-sp,CEE,461
2016-sp,CEE,462
2016-sp,CEE,465
2016-sp,CEE,468
2016-sp,CEE,470
2016-sp,CEE,480
2016-sp,CEE,484
2016-sp,CEE,491
2016-sp,CEE,498
2016-sp,CEE,570
2016-sp,CEE,580
2016-sp,CEE,592
2016-sp,CHBE,221
2016-sp,CHBE,321
2016-sp,CHBE,421
2016-sp,CHBE,422
2016-sp,CHBE,424
2016-sp,CHBE,430
2016-sp,CHBE,431
2016-sp,CHBE,440
2016-sp,CHBE,471
2016-sp,CHBE,472
2016-sp,CHBE,476
2016-sp,CHBE,478
2016-sp,CHBE,571
2016-sp,CHEM,101
2016-sp,CHEM,102
2016-sp,CHEM,102
2016-sp,CHEM,102
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,103
2016-sp,CHEM,104
2016-sp,CHEM,104
2016-sp,CHEM,104
2016-sp,CHEM,104
2016-sp,CHEM,104
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,105
2016-sp,CHEM,199
2016-sp,CHEM,204
2016-sp,CHEM,205
2016-sp,CHEM,205
2016-sp,CHEM,232
2016-sp,CHEM,232
2016-sp,CHEM,233
2016-sp,CHEM,233
2016-sp,CHEM,233
2016-sp,CHEM,236
2016-sp,CHEM,237
2016-sp,CHEM,312
2016-sp,CHEM,315
2016-sp,CHEM,332
2016-sp,CHEM,332
2016-sp,CHEM,360
2016-sp,CHEM,420
2016-sp,CHEM,436
2016-sp,CHEM,437
2016-sp,CHEM,442
2016-sp,CHEM,444
2016-sp,CHEM,483
2016-sp,CHEM,530
2016-sp,CHEM,572
2016-sp,CHEM,588
2016-sp,CHEM,590
2016-sp,CHLH,100
2016-sp,CHLH,100
2016-sp,CHLH,100
2016-sp,CHLH,100
2016-sp,CHLH,101
2016-sp,CHLH,101
2016-sp,CHLH,101
2016-sp,CHLH,101
2016-sp,CHLH,101
2016-sp,CHLH,101
2016-sp,CHLH,101
2016-sp,CHLH,125
2016-sp,CHLH,199
2016-sp,CHLH,199
2016-sp,CHLH,199
2016-sp,CHLH,200
2016-sp,CHLH,206
2016-sp,CHLH,206
2016-sp,CHLH,210
2016-sp,CHLH,243
2016-sp,CHLH,243
2016-sp,CHLH,243
2016-sp,CHLH,250
2016-sp,CHLH,260
2016-sp,CHLH,274
2016-sp,CHLH,304
2016-sp,CHLH,380
2016-sp,CHLH,404
2016-sp,CHLH,407
2016-sp,CHLH,410
2016-sp,CHLH,415
2016-sp,CHLH,421
2016-sp,CHLH,455
2016-sp,CHLH,457
2016-sp,CHLH,458
2016-sp,CHLH,469
2016-sp,CHLH,469
2016-sp,CHLH,494
2016-sp,CI,402
2016-sp,CI,402
2016-sp,CI,404
2016-sp,CI,407
2016-sp,CI,407
2016-sp,CI,407
2016-sp,CI,407
2016-sp,CI,415
2016-sp,CI,415
2016-sp,CI,415
2016-sp,CI,431
2016-sp,CI,432
2016-sp,CI,432
2016-sp,CI,432
2016-sp,CI,432
2016-sp,CI,437
2016-sp,CI,448
2016-sp,CI,448
2016-sp,CI,451
2016-sp,CI,451
2016-sp,CI,467
2016-sp,CI,467
2016-sp,CI,467
2016-sp,CI,467
2016-sp,CI,473
2016-sp,CI,473
2016-sp,CI,475
2016-sp,CI,475
2016-sp,CI,475
2016-sp,CI,475
2016-sp,CI,476
2016-sp,CI,476
2016-sp,CLCV,100
2016-sp,CLCV,102
2016-sp,CLCV,111
2016-sp,CLCV,114
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,115
2016-sp,CLCV,116
2016-sp,CLCV,120
2016-sp,CLCV,160
2016-sp,CLCV,220
2016-sp,CLCV,220
2016-sp,CMN,102
2016-sp,CMN,113
2016-sp,CMN,113
2016-sp,CMN,211
2016-sp,CMN,212
2016-sp,CMN,212
2016-sp,CMN,212
2016-sp,CMN,220
2016-sp,CMN,230
2016-sp,CMN,232
2016-sp,CMN,232
2016-sp,CMN,232
2016-sp,CMN,260
2016-sp,CMN,260
2016-sp,CMN,260
2016-sp,CMN,277
2016-sp,CMN,280
2016-sp,CMN,320
2016-sp,CMN,321
2016-sp,CMN,323
2016-sp,CMN,323
2016-sp,CMN,326
2016-sp,CMN,326
2016-sp,CMN,336
2016-sp,CMN,336
2016-sp,CMN,336
2016-sp,CMN,336
2016-sp,CMN,340
2016-sp,CMN,340
2016-sp,CMN,340
2016-sp,CMN,368
2016-sp,CMN,375
2016-sp,CMN,396
2016-sp,CMN,396
2016-sp,CMN,396
2016-sp,CMN,396
2016-sp,CMN,396
2016-sp,CMN,410
2016-sp,CMN,412
2016-sp,CMN,424
2016-sp,CMN,429
2016-sp,CMN,435
2016-sp,CMN,435
2016-sp,CMN,463
2016-sp,CMN,465
2016-sp,CPSC,112
2016-sp,CPSC,116
2016-sp,CPSC,131
2016-sp,CPSC,241
2016-sp,CPSC,261
2016-sp,CPSC,336
2016-sp,CPSC,352
2016-sp,CPSC,412
2016-sp,CPSC,418
2016-sp,CPSC,440
2016-sp,CPSC,453
2016-sp,CPSC,543
2016-sp,CPSC,565
2016-sp,CS,101
2016-sp,CS,105
2016-sp,CS,125
2016-sp,CS,125
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,173
2016-sp,CS,196
2016-sp,CS,196
2016-sp,CS,210
2016-sp,CS,225
2016-sp,CS,225
2016-sp,CS,225
2016-sp,CS,233
2016-sp,CS,241
2016-sp,CS,241
2016-sp,CS,242
2016-sp,CS,296
2016-sp,CS,296
2016-sp,CS,357
2016-sp,CS,357
2016-sp,CS,410
2016-sp,CS,411
2016-sp,CS,412
2016-sp,CS,418
2016-sp,CS,419
2016-sp,CS,421
2016-sp,CS,421
2016-sp,CS,423
2016-sp,CS,425
2016-sp,CS,428
2016-sp,CS,429
2016-sp,CS,431
2016-sp,CS,433
2016-sp,CS,438
2016-sp,CS,440
2016-sp,CS,450
